file,score,decision,reason
I:\Record_chunks\New recording 14_sent0041.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 14_sent0042.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 14_sent0045.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 14_sent0047.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 14_sent0049.wav,,OTHER,too_short(1.07s)
I:\Record_chunks\New recording 14_sent0051.wav,,OTHER,too_short(1.91s)
I:\Record_chunks\New recording 14_sent0058.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 14_sent0061.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 14_sent0066.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 14_sent0068.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 14_sent0070.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 14_sent0071.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 14_sent0072.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 14_sent0073.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 14_sent0075.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 14_sent0079.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 14_sent0081.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 14_sent0082.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 14_sent0083.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0084.wav,,OTHER,too_short(1.66s)
I:\Record_chunks\New recording 14_sent0089.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 14_sent0090.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 14_sent0092.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 14_sent0093.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 14_sent0094.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 14_sent0095.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0096.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 14_sent0097.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 14_sent0098.wav,,OTHER,too_short(0.91s)
I:\Record_chunks\New recording 14_sent0099.wav,,OTHER,too_short(1.29s)
I:\Record_chunks\New recording 14_sent0100.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0101.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0102.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 14_sent0103.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 14_sent0106.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 14_sent0109.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 14_sent0110.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 14_sent0112.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 14_sent0113.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 14_sent0114.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0115.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 14_sent0116.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0117.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0118.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 14_sent0119.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 14_sent0120.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 14_sent0121.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0122.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 14_sent0123.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 14_sent0124.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 14_sent0125.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 14_sent0127.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 14_sent0129.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 14_sent0130.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 14_sent0131.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 14_sent0132.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 14_sent0133.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 14_sent0134.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 14_sent0135.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 14_sent0137.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 14_sent0144.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 14_sent0147.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 14_sent0151.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 14_sent0152.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 14_sent0153.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 14_sent0154.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 150_sent0003.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0004.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 150_sent0005.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 150_sent0006.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 150_sent0007.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0008.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 150_sent0009.wav,,OTHER,too_short(0.89s)
I:\Record_chunks\New recording 150_sent0010.wav,,OTHER,too_short(1.47s)
I:\Record_chunks\New recording 150_sent0011.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0012.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 150_sent0013.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0015.wav,,OTHER,too_short(1.46s)
I:\Record_chunks\New recording 150_sent0017.wav,,OTHER,too_short(0.73s)
I:\Record_chunks\New recording 150_sent0018.wav,,OTHER,too_short(1.59s)
I:\Record_chunks\New recording 150_sent0033.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 150_sent0035.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0038.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0039.wav,,OTHER,too_short(0.51s)
I:\Record_chunks\New recording 150_sent0040.wav,,OTHER,too_short(0.65s)
I:\Record_chunks\New recording 150_sent0042.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0043.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\New recording 150_sent0044.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 150_sent0046.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 150_sent0048.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 150_sent0049.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0050.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0052.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0053.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0055.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 150_sent0056.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 150_sent0057.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0058.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 150_sent0060.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 150_sent0061.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0062.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 150_sent0063.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 150_sent0064.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0065.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 150_sent0067.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0068.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 150_sent0069.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 150_sent0070.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0072.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0075.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 150_sent0077.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 150_sent0080.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0082.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0083.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0084.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 150_sent0085.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0086.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0088.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 150_sent0089.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0090.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 150_sent0091.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0092.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0094.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 150_sent0095.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0096.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 150_sent0097.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0098.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0099.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 150_sent0110.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 150_sent0113.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0114.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 150_sent0117.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0118.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 150_sent0119.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 150_sent0121.wav,,OTHER,too_short(1.66s)
I:\Record_chunks\New recording 150_sent0122.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 150_sent0123.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 150_sent0124.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0125.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 150_sent0126.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0129.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0131.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 150_sent0132.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 150_sent0133.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 150_sent0134.wav,,OTHER,too_short(0.38s)
I:\Record_chunks\New recording 150_sent0135.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 150_sent0136.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 150_sent0137.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 150_sent0138.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 150_sent0139.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 150_sent0140.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 150_sent0141.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0142.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0143.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 150_sent0144.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0145.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0146.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0147.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 150_sent0148.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 150_sent0149.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 150_sent0150.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0151.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 150_sent0152.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0153.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 150_sent0154.wav,,OTHER,too_short(0.38s)
I:\Record_chunks\New recording 150_sent0155.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0156.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0157.wav,,OTHER,too_short(0.38s)
I:\Record_chunks\New recording 150_sent0158.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 150_sent0159.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 150_sent0160.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 150_sent0161.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0162.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 150_sent0163.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0164.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0165.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 150_sent0166.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 150_sent0167.wav,,OTHER,too_short(0.31s)
I:\Record_chunks\New recording 151_sent0000.wav,,OTHER,too_short(1.99s)
I:\Record_chunks\New recording 151_sent0006.wav,,OTHER,too_short(1.13s)
I:\Record_chunks\New recording 151_sent0007.wav,,OTHER,too_short(1.13s)
I:\Record_chunks\New recording 151_sent0008.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 151_sent0010.wav,,OTHER,too_short(1.01s)
I:\Record_chunks\New recording 151_sent0011.wav,,OTHER,too_short(1.15s)
I:\Record_chunks\New recording 151_sent0012.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 151_sent0013.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 151_sent0014.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 151_sent0015.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0016.wav,,OTHER,too_short(0.74s)
I:\Record_chunks\New recording 151_sent0017.wav,,OTHER,too_short(1.38s)
I:\Record_chunks\New recording 151_sent0018.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 151_sent0019.wav,,OTHER,too_short(1.43s)
I:\Record_chunks\New recording 151_sent0021.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 151_sent0022.wav,,OTHER,too_short(0.69s)
I:\Record_chunks\New recording 151_sent0025.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 151_sent0026.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 151_sent0027.wav,,OTHER,too_short(0.55s)
I:\Record_chunks\New recording 151_sent0028.wav,,OTHER,too_short(1.53s)
I:\Record_chunks\New recording 151_sent0031.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 151_sent0032.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0034.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 151_sent0035.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0036.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 151_sent0037.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 151_sent0038.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 151_sent0039.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0040.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 151_sent0042.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0043.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 151_sent0044.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 151_sent0048.wav,,OTHER,too_short(0.69s)
I:\Record_chunks\New recording 151_sent0050.wav,,OTHER,too_short(1.39s)
I:\Record_chunks\New recording 151_sent0051.wav,,OTHER,too_short(1.23s)
I:\Record_chunks\New recording 151_sent0052.wav,,OTHER,too_short(1.24s)
I:\Record_chunks\New recording 151_sent0054.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\New recording 151_sent0055.wav,,OTHER,too_short(0.58s)
I:\Record_chunks\New recording 151_sent0059.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0060.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 151_sent0061.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0062.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0064.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0065.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 151_sent0066.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 151_sent0067.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0068.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 151_sent0069.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 151_sent0071.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 151_sent0072.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 151_sent0074.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 151_sent0075.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 151_sent0076.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 151_sent0077.wav,,OTHER,too_short(1.66s)
I:\Record_chunks\New recording 151_sent0078.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0080.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0081.wav,,OTHER,too_short(1.66s)
I:\Record_chunks\New recording 151_sent0082.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0083.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 151_sent0084.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 151_sent0085.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0086.wav,,OTHER,too_short(0.89s)
I:\Record_chunks\New recording 151_sent0087.wav,,OTHER,too_short(1.47s)
I:\Record_chunks\New recording 151_sent0088.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0089.wav,,OTHER,too_short(0.52s)
I:\Record_chunks\New recording 151_sent0090.wav,,OTHER,too_short(1.52s)
I:\Record_chunks\New recording 151_sent0091.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0093.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 151_sent0094.wav,,OTHER,too_short(0.80s)
I:\Record_chunks\New recording 151_sent0096.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 151_sent0098.wav,,OTHER,too_short(1.09s)
I:\Record_chunks\New recording 151_sent0100.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 151_sent0102.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 151_sent0103.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 151_sent0105.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 151_sent0106.wav,,OTHER,too_short(0.56s)
I:\Record_chunks\New recording 151_sent0108.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0109.wav,,OTHER,too_short(0.53s)
I:\Record_chunks\New recording 151_sent0110.wav,,OTHER,too_short(1.99s)
I:\Record_chunks\New recording 151_sent0111.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0112.wav,,OTHER,too_short(0.68s)
I:\Record_chunks\New recording 151_sent0113.wav,,OTHER,too_short(1.07s)
I:\Record_chunks\New recording 151_sent0114.wav,,OTHER,too_short(1.07s)
I:\Record_chunks\New recording 151_sent0120.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 151_sent0122.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 151_sent0123.wav,,OTHER,too_short(0.45s)
I:\Record_chunks\New recording 151_sent0124.wav,,OTHER,too_short(1.67s)
I:\Record_chunks\New recording 151_sent0125.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0126.wav,,OTHER,too_short(0.72s)
I:\Record_chunks\New recording 151_sent0130.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 151_sent0131.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 151_sent0132.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 151_sent0133.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0135.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0137.wav,,OTHER,too_short(1.50s)
I:\Record_chunks\New recording 151_sent0139.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0140.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0145.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 151_sent0149.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0150.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 151_sent0151.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 151_sent0153.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\New recording 151_sent0155.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 151_sent0156.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 151_sent0161.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\New recording 151_sent0162.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 151_sent0164.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 151_sent0165.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 151_sent0166.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 151_sent0167.wav,,OTHER,too_short(1.66s)
I:\Record_chunks\New recording 151_sent0170.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 151_sent0171.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 151_sent0172.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 151_sent0173.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 151_sent0174.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\New recording 151_sent0175.wav,,OTHER,too_short(1.66s)
I:\Record_chunks\New recording 151_sent0176.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\New recording 151_sent0177.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 151_sent0178.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 151_sent0179.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 151_sent0180.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 151_sent0181.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 151_sent0182.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 151_sent0183.wav,,OTHER,too_short(0.57s)
I:\Record_chunks\New recording 152_sent0001.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 152_sent0002.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0003.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 152_sent0004.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 152_sent0007.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 152_sent0008.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 152_sent0009.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 152_sent0011.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 152_sent0012.wav,,OTHER,too_short(1.25s)
I:\Record_chunks\New recording 152_sent0013.wav,,OTHER,too_short(0.91s)
I:\Record_chunks\New recording 152_sent0016.wav,,OTHER,too_short(1.53s)
I:\Record_chunks\New recording 152_sent0017.wav,,OTHER,too_short(1.28s)
I:\Record_chunks\New recording 152_sent0018.wav,,OTHER,too_short(0.73s)
I:\Record_chunks\New recording 152_sent0019.wav,,OTHER,too_short(0.52s)
I:\Record_chunks\New recording 152_sent0020.wav,,OTHER,too_short(1.84s)
I:\Record_chunks\New recording 152_sent0021.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 152_sent0022.wav,,OTHER,too_short(0.93s)
I:\Record_chunks\New recording 152_sent0023.wav,,OTHER,too_short(1.67s)
I:\Record_chunks\New recording 152_sent0029.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 152_sent0032.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 152_sent0035.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 152_sent0037.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 152_sent0039.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0040.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 152_sent0042.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0043.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0044.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0045.wav,,OTHER,too_short(1.58s)
I:\Record_chunks\New recording 152_sent0046.wav,,OTHER,too_short(0.94s)
I:\Record_chunks\New recording 152_sent0047.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 152_sent0048.wav,,OTHER,too_short(0.78s)
I:\Record_chunks\New recording 152_sent0049.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 152_sent0050.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0051.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\New recording 152_sent0052.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0053.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 152_sent0054.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 152_sent0055.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 152_sent0056.wav,,OTHER,too_short(1.42s)
I:\Record_chunks\New recording 152_sent0057.wav,,OTHER,too_short(0.64s)
I:\Record_chunks\New recording 152_sent0058.wav,,OTHER,too_short(1.00s)
I:\Record_chunks\New recording 152_sent0059.wav,,OTHER,too_short(0.56s)
I:\Record_chunks\New recording 152_sent0060.wav,,OTHER,too_short(0.56s)
I:\Record_chunks\New recording 152_sent0063.wav,,OTHER,too_short(0.93s)
I:\Record_chunks\New recording 152_sent0064.wav,,OTHER,too_short(0.90s)
I:\Record_chunks\New recording 152_sent0066.wav,,OTHER,too_short(1.94s)
I:\Record_chunks\New recording 152_sent0072.wav,,OTHER,too_short(0.52s)
