file,score,decision,reason
I:\Record_chunks\New recording 134_sent0040.wav,0.499153,OTHER,
I:\Record_chunks\New recording 356_sent0034.wav,0.498722,OTHER,
I:\Record_chunks\New recording 278_sent0157.wav,0.49859,OTHER,
I:\Record_chunks\New recording 323_sent0218.wav,0.498481,OTHER,
I:\Record_chunks\New recording 387_sent0089.wav,0.498426,OTHER,
I:\Record_chunks\New recording 354_sent0087.wav,0.49808,OTHER,
I:\Record_chunks\New recording 451_sent0175.wav,0.498028,OTHER,
I:\Record_chunks\New recording 394_sent0186.wav,0.497934,OTHER,
I:\Record_chunks\New recording 493_sent0177.wav,0.497876,OTHER,
I:\Record_chunks\New recording 321_sent0035.wav,0.49785,OTHER,
I:\Record_chunks\New recording 384_sent0135.wav,0.497805,OTHER,
I:\Record_chunks\New recording 337_sent0176.wav,0.4978,OTHER,
I:\Record_chunks\New recording 148_sent0076.wav,0.497787,OTHER,
I:\Record_chunks\New recording 356_sent0065.wav,0.497655,OTHER,
I:\Record_chunks\New recording 134_sent0103.wav,0.49758,OTHER,
I:\Record_chunks\New recording 260_sent0033.wav,0.497538,OTHER,
I:\Record_chunks\New recording 110_sent0084.wav,0.49744,OTHER,
I:\Record_chunks\Cradle cap_sent0135.wav,0.497097,OTHER,
I:\Record_chunks\New recording 101_sent0017.wav,0.496963,OTHER,
I:\Record_chunks\Chicken pox._sent0166.wav,0.496899,OTHER,
I:\Record_chunks\New recording 244_sent0126.wav,0.496821,OTHER,
I:\Record_chunks\New recording 41_sent0192.wav,0.496711,OTHER,
I:\Record_chunks\Low Vitamin D test results disclosure _sent0153.wav,0.496699,OTHER,
I:\Record_chunks\New recording 359_sent0131.wav,0.496694,OTHER,
I:\Record_chunks\New recording 213_sent0202.wav,0.496676,OTHER,
I:\Record_chunks\New recording 474_sent0104.wav,0.496495,OTHER,
I:\Record_chunks\New recording 489_sent0139.wav,0.496437,OTHER,
I:\Record_chunks\anorexia nervosa_sent0077.wav,0.496384,OTHER,
I:\Record_chunks\New recording 448_sent0182.wav,0.49633,OTHER,
I:\Record_chunks\New recording 387_sent0043.wav,0.495681,OTHER,
I:\Record_chunks\New recording 307_sent0099.wav,0.495669,OTHER,
I:\Record_chunks\New recording 451_sent0040.wav,0.495663,OTHER,
I:\Record_chunks\New recording 29_sent0115.wav,0.49563,OTHER,
I:\Record_chunks\New recording 303_sent0136.wav,0.495587,OTHER,
I:\Record_chunks\molluscum contagiosum_sent0069.wav,0.495502,OTHER,
I:\Record_chunks\New recording 384_sent0031.wav,0.495264,OTHER,
I:\Record_chunks\New recording 231_sent0037.wav,0.495245,OTHER,
I:\Record_chunks\ankylosing spondylitis_sent0204.wav,0.495002,OTHER,
I:\Record_chunks\New recording 344_sent0166.wav,0.494892,OTHER,
I:\Record_chunks\New recording 401_sent0018.wav,0.494832,OTHER,
I:\Record_chunks\New recording 228_sent0151.wav,0.494664,OTHER,
I:\Record_chunks\New recording 113_sent0134.wav,0.494458,OTHER,
I:\Record_chunks\New recording 386_sent0324.wav,0.494404,OTHER,
I:\Record_chunks\New recording 359_sent0132.wav,0.494303,OTHER,
I:\Record_chunks\New recording 200_sent0003.wav,0.494231,OTHER,
I:\Record_chunks\New recording 190_sent0084.wav,0.494112,OTHER,
I:\Record_chunks\New recording 43_sent0001.wav,0.494006,OTHER,
I:\Record_chunks\New recording 105_sent0042.wav,0.493789,OTHER,
I:\Record_chunks\New recording 435_sent0098.wav,0.493733,OTHER,
I:\Record_chunks\New recording 187_sent0079.wav,0.493424,OTHER,
"I:\Record_chunks\Breaking bad news, second stroke, palliative_sent0109.wav",0.493391,OTHER,
I:\Record_chunks\New recording 278_sent0214.wav,0.493357,OTHER,
I:\Record_chunks\New recording 412_sent0036.wav,0.493303,OTHER,
I:\Record_chunks\New recording 200_sent0149.wav,0.493263,OTHER,
I:\Record_chunks\New recording 367_sent0052.wav,0.492935,OTHER,
I:\Record_chunks\New recording 465_sent0143.wav,0.492841,OTHER,
I:\Record_chunks\New recording 442_sent0036.wav,0.49269,OTHER,
I:\Record_chunks\Abnormal liver function tests Gilbert syndrome._sent0143.wav,0.492497,OTHER,
I:\Record_chunks\New recording 22_sent0002.wav,0.492176,OTHER,
I:\Record_chunks\New recording 344_sent0193.wav,0.49193,OTHER,
I:\Record_chunks\New recording 407_sent0064.wav,0.491845,OTHER,
I:\Record_chunks\New recording 215_sent0004.wav,0.491782,OTHER,
I:\Record_chunks\New recording 22_sent0056.wav,0.491684,OTHER,
I:\Record_chunks\Dysphagia suspected esophageal cancer._sent0157.wav,0.491663,OTHER,
I:\Record_chunks\New recording 321_sent0032.wav,0.4916,OTHER,
I:\Record_chunks\New recording 384_sent0195.wav,0.491364,OTHER,
I:\Record_chunks\New recording 286_sent0063.wav,0.491268,OTHER,
I:\Record_chunks\New recording 315_sent0036.wav,0.491236,OTHER,
I:\Record_chunks\New recording 384_sent0034.wav,0.49122,OTHER,
I:\Record_chunks\New recording 245_sent0180.wav,0.491072,OTHER,
I:\Record_chunks\colleague coming late to the hospital._sent0030.wav,0.491063,OTHER,
I:\Record_chunks\New recording 263_sent0001.wav,0.490998,OTHER,
I:\Record_chunks\New recording 347_sent0086.wav,0.490671,OTHER,
I:\Record_chunks\New recording 474_sent0021.wav,0.490503,OTHER,
I:\Record_chunks\New recording 180_sent0052.wav,0.490441,OTHER,
I:\Record_chunks\New recording 189_sent0095.wav,0.490196,OTHER,
I:\Record_chunks\New recording 116_sent0096.wav,0.490013,OTHER,
I:\Record_chunks\New recording 356_sent0176.wav,0.489881,OTHER,
I:\Record_chunks\New recording 196_sent0086.wav,0.489637,OTHER,
I:\Record_chunks\bells palsy_sent0044.wav,0.489308,OTHER,
I:\Record_chunks\New recording 343_sent0054.wav,0.489221,OTHER,
I:\Record_chunks\New recording 331_sent0030.wav,0.488948,OTHER,
I:\Record_chunks\New recording 339_sent0133.wav,0.488928,OTHER,
I:\Record_chunks\New recording 283_sent0029.wav,0.488832,OTHER,
I:\Record_chunks\New recording 326_sent0090.wav,0.488785,OTHER,
I:\Record_chunks\New recording 344_sent0060.wav,0.488478,OTHER,
I:\Record_chunks\New recording 189_sent0097.wav,0.48835,OTHER,
I:\Record_chunks\New recording 255_sent0071.wav,0.4883,OTHER,
I:\Record_chunks\New recording 102_sent0045.wav,0.488137,OTHER,
I:\Record_chunks\Abnormal liver function tests Gilbert syndrome._sent0124.wav,0.488096,OTHER,
I:\Record_chunks\New recording 179_sent0049.wav,0.488013,OTHER,
I:\Record_chunks\New recording 258_sent0005.wav,0.488004,OTHER,
I:\Record_chunks\New recording 190_sent0078.wav,0.487964,OTHER,
I:\Record_chunks\Infectious Mononucleosis_sent0001.wav,0.487857,OTHER,
I:\Record_chunks\New recording 275_sent0107.wav,0.487795,OTHER,
I:\Record_chunks\New recording 450_sent0166.wav,0.487465,OTHER,
I:\Record_chunks\molluscum contagiosum_sent0067.wav,0.487434,OTHER,
I:\Record_chunks\New recording 118_sent0148.wav,0.4873,OTHER,
I:\Record_chunks\New recording 390_sent0139.wav,0.487151,OTHER,
I:\Record_chunks\New recording 400_sent0046.wav,0.487083,OTHER,
I:\Record_chunks\New recording 277_sent0150.wav,0.486954,OTHER,
I:\Record_chunks\New recording 379_sent0155.wav,0.486908,OTHER,
I:\Record_chunks\New recording 192_sent0089.wav,0.486749,OTHER,
I:\Record_chunks\New recording 432_sent0082.wav,0.486595,OTHER,
I:\Record_chunks\New recording 324_sent0131.wav,0.48647,OTHER,
I:\Record_chunks\New recording 226_sent0080.wav,0.486384,OTHER,
I:\Record_chunks\New recording 387_sent0081.wav,0.486347,OTHER,
I:\Record_chunks\New recording 422_sent0176.wav,0.486259,OTHER,
I:\Record_chunks\New recording 449_sent0111.wav,0.486196,OTHER,
I:\Record_chunks\New recording 444_sent0161.wav,0.486173,OTHER,
I:\Record_chunks\New recording 415_sent0047.wav,0.486101,OTHER,
I:\Record_chunks\Abnormal liver function tests Gilbert syndrome._sent0090.wav,0.486063,OTHER,
I:\Record_chunks\New recording 113_sent0129.wav,0.486026,OTHER,
I:\Record_chunks\New recording 385_sent0229.wav,0.48602,OTHER,
I:\Record_chunks\New recording 447_sent0092.wav,0.485849,OTHER,
I:\Record_chunks\New recording 384_sent0004.wav,0.485763,OTHER,
I:\Record_chunks\New recording 463_sent0141.wav,0.485634,OTHER,
I:\Record_chunks\New recording 404_sent0075.wav,0.485614,OTHER,
I:\Record_chunks\New recording 305_sent0071.wav,0.485477,OTHER,
I:\Record_chunks\New recording 450_sent0192.wav,0.485397,OTHER,
I:\Record_chunks\gender dysphoria_sent0241.wav,0.485381,OTHER,
I:\Record_chunks\New recording 215_sent0030.wav,0.48535,OTHER,
I:\Record_chunks\New recording 38_sent0161.wav,0.485235,OTHER,
I:\Record_chunks\New recording 389_sent0165.wav,0.4851,OTHER,
I:\Record_chunks\New recording 419_sent0060.wav,0.484991,OTHER,
I:\Record_chunks\New recording 243_sent0096.wav,0.484794,OTHER,
I:\Record_chunks\New recording 149_sent0056.wav,0.484625,OTHER,
I:\Record_chunks\New recording 350_sent0120.wav,0.484458,OTHER,
I:\Record_chunks\New recording 271_sent0221.wav,0.484392,OTHER,
I:\Record_chunks\New recording 408_sent0001.wav,0.484389,OTHER,
I:\Record_chunks\anorexia nervosa_sent0096.wav,0.484268,OTHER,
I:\Record_chunks\New recording 352_sent0003.wav,0.484064,OTHER,
I:\Record_chunks\New recording 321_sent0128.wav,0.484036,OTHER,
I:\Record_chunks\New recording 335_sent0183.wav,0.483969,OTHER,
I:\Record_chunks\Generalized anxiety disorder_sent0092.wav,0.483789,OTHER,
I:\Record_chunks\New recording 17_sent0000.wav,0.483206,OTHER,
I:\Record_chunks\Acute gastroenteritis._sent0158.wav,0.483035,OTHER,
I:\Record_chunks\New recording 406_sent0027.wav,0.482658,OTHER,
I:\Record_chunks\New recording 442_sent0037.wav,0.482443,OTHER,
I:\Record_chunks\missed myocardial infarction_sent0004.wav,0.482291,OTHER,
I:\Record_chunks\New recording 386_sent0241.wav,0.482006,OTHER,
I:\Record_chunks\Lesbian Fertility Counselling_sent0025.wav,0.48186,OTHER,
I:\Record_chunks\New recording 120_sent0025.wav,0.481776,OTHER,
I:\Record_chunks\New recording 210_sent0144.wav,0.481508,OTHER,
I:\Record_chunks\New recording 342_sent0086.wav,0.481475,OTHER,
I:\Record_chunks\New recording 486_sent0040.wav,0.481355,OTHER,
I:\Record_chunks\New recording 321_sent0098.wav,0.481336,OTHER,
I:\Record_chunks\New recording 384_sent0198.wav,0.481274,OTHER,
I:\Record_chunks\New recording 422_sent0181.wav,0.481214,OTHER,
I:\Record_chunks\New recording 19_sent0066.wav,0.481211,OTHER,
I:\Record_chunks\New recording 403_sent0117.wav,0.481149,OTHER,
I:\Record_chunks\New recording 413_sent0109.wav,0.481122,OTHER,
I:\Record_chunks\New recording 10_sent0002.wav,0.481071,OTHER,
I:\Record_chunks\New recording 369_sent0146.wav,0.481027,OTHER,
I:\Record_chunks\New recording 387_sent0076.wav,0.480901,OTHER,
I:\Record_chunks\New recording 232_sent0088.wav,0.480877,OTHER,
I:\Record_chunks\New recording 292_sent0196.wav,0.48064,OTHER,
I:\Record_chunks\New recording 105_sent0030.wav,0.480574,OTHER,
I:\Record_chunks\New recording 238_sent0036.wav,0.480563,OTHER,
I:\Record_chunks\New recording 410_sent0081.wav,0.480424,OTHER,
I:\Record_chunks\New recording 402_sent0086.wav,0.480359,OTHER,
I:\Record_chunks\New recording 288_sent0146.wav,0.480271,OTHER,
I:\Record_chunks\New recording 356_sent0146.wav,0.479895,OTHER,
I:\Record_chunks\Abnormal liver function tests Gilbert syndrome._sent0142.wav,0.479802,OTHER,
I:\Record_chunks\colleague coming late to the hospital._sent0029.wav,0.479725,OTHER,
I:\Record_chunks\New recording 174_sent0048.wav,0.479714,OTHER,
I:\Record_chunks\New recording 181_sent0033.wav,0.479649,OTHER,
I:\Record_chunks\New recording 34_sent0006.wav,0.479513,OTHER,
I:\Record_chunks\Generalized anxiety disorder_sent0027.wav,0.479042,OTHER,
I:\Record_chunks\New recording 190_sent0079.wav,0.478965,OTHER,
I:\Record_chunks\New recording 221_sent0140.wav,0.478881,OTHER,
I:\Record_chunks\New recording 29_sent0034.wav,0.478719,OTHER,
I:\Record_chunks\New recording 142_sent0165.wav,0.478569,OTHER,
I:\Record_chunks\New recording 280_sent0234.wav,0.47855,OTHER,
I:\Record_chunks\New recording 113_sent0034.wav,0.478504,OTHER,
I:\Record_chunks\New recording 383_sent0114.wav,0.478465,OTHER,
I:\Record_chunks\New recording 456_sent0172.wav,0.478392,OTHER,
I:\Record_chunks\New recording 365_sent0069.wav,0.478389,OTHER,
I:\Record_chunks\New recording 339_sent0134.wav,0.478347,OTHER,
I:\Record_chunks\New recording 383_sent0052.wav,0.477972,OTHER,
I:\Record_chunks\New recording 404_sent0164.wav,0.477634,OTHER,
I:\Record_chunks\Genital herpes_sent0144.wav,0.477382,OTHER,
I:\Record_chunks\New recording 228_sent0036.wav,0.477205,OTHER,
I:\Record_chunks\New recording 324_sent0100.wav,0.477028,OTHER,
I:\Record_chunks\New recording 312_sent0094.wav,0.476992,OTHER,
I:\Record_chunks\New recording 387_sent0073.wav,0.476719,OTHER,
I:\Record_chunks\New recording 46_sent0060.wav,0.476412,OTHER,
I:\Record_chunks\New recording 147_sent0114.wav,0.476047,OTHER,
I:\Record_chunks\New recording 323_sent0144.wav,0.475823,OTHER,
I:\Record_chunks\New recording 431_sent0117.wav,0.475721,OTHER,
I:\Record_chunks\New recording 450_sent0246.wav,0.475642,OTHER,
I:\Record_chunks\New recording 249_sent0178.wav,0.475609,OTHER,
I:\Record_chunks\New recording 411_sent0093.wav,0.475383,OTHER,
I:\Record_chunks\New recording 210_sent0152.wav,0.475192,OTHER,
I:\Record_chunks\New recording 386_sent0009.wav,0.47508,OTHER,
I:\Record_chunks\New recording 247_sent0073.wav,0.47507,OTHER,
I:\Record_chunks\Fibrile convulsions_sent0022.wav,0.474958,OTHER,
I:\Record_chunks\New recording 363_sent0026.wav,0.474862,OTHER,
I:\Record_chunks\New recording 259_sent0129.wav,0.474704,OTHER,
I:\Record_chunks\New recording 408_sent0000.wav,0.474696,OTHER,
I:\Record_chunks\New recording 185_sent0055.wav,0.474605,OTHER,
I:\Record_chunks\Atypical or tuberculosis_sent0155.wav,0.474446,OTHER,
I:\Record_chunks\New recording 200_sent0151.wav,0.474426,OTHER,
I:\Record_chunks\New recording 172_sent0059.wav,0.47429,OTHER,
I:\Record_chunks\Cradle cap_sent0078.wav,0.47428,OTHER,
I:\Record_chunks\New recording 400_sent0146.wav,0.474084,OTHER,
I:\Record_chunks\New recording 315_sent0189.wav,0.473943,OTHER,
I:\Record_chunks\New recording 323_sent0215.wav,0.473657,OTHER,
I:\Record_chunks\New recording 336_sent0013.wav,0.473601,OTHER,
I:\Record_chunks\New recording 361_sent0092.wav,0.473201,OTHER,
I:\Record_chunks\New recording 358_sent0087.wav,0.47279,OTHER,
I:\Record_chunks\gender dysphoria_sent0249.wav,0.472743,OTHER,
I:\Record_chunks\New recording 205_sent0143.wav,0.472664,OTHER,
I:\Record_chunks\New recording 385_sent0125.wav,0.472663,OTHER,
I:\Record_chunks\New recording 344_sent0178.wav,0.472628,OTHER,
I:\Record_chunks\Elderly Abuse_sent0003.wav,0.472552,OTHER,
I:\Record_chunks\New recording 31_sent0125.wav,0.47253,OTHER,
I:\Record_chunks\New recording 116_sent0075.wav,0.472253,OTHER,
I:\Record_chunks\New recording 267_sent0078.wav,0.472232,OTHER,
I:\Record_chunks\New recording 287_sent0160.wav,0.472099,OTHER,
I:\Record_chunks\acne patient requesting isotretinoin topical._sent0107.wav,0.472082,OTHER,
I:\Record_chunks\New recording 406_sent0132.wav,0.471997,OTHER,
I:\Record_chunks\Lithium toxicity._sent0074.wav,0.471931,OTHER,
I:\Record_chunks\New recording 470_sent0109.wav,0.471836,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0036.wav,0.471795,OTHER,
I:\Record_chunks\New recording 318_sent0147.wav,0.471725,OTHER,
I:\Record_chunks\New recording 115_sent0060.wav,0.471721,OTHER,
I:\Record_chunks\General Anxiety Disorder_sent0037.wav,0.471568,OTHER,
I:\Record_chunks\New recording 444_sent0156.wav,0.471456,OTHER,
I:\Record_chunks\Cradle cap_sent0134.wav,0.471216,OTHER,
I:\Record_chunks\New recording 151_sent0116.wav,0.471143,OTHER,
I:\Record_chunks\New recording 484_sent0067.wav,0.470842,OTHER,
I:\Record_chunks\Dysphagia suspected esophageal cancer._sent0043.wav,0.470761,OTHER,
I:\Record_chunks\New recording 24_sent0026.wav,0.470706,OTHER,
I:\Record_chunks\New recording 354_sent0200.wav,0.470653,OTHER,
I:\Record_chunks\New recording 255_sent0052.wav,0.470481,OTHER,
I:\Record_chunks\New recording 347_sent0026.wav,0.470044,OTHER,
I:\Record_chunks\New recording 461_sent0034.wav,0.470002,OTHER,
I:\Record_chunks\New recording 210_sent0155.wav,0.469979,OTHER,
I:\Record_chunks\New recording 453_sent0006.wav,0.469875,OTHER,
I:\Record_chunks\New recording 147_sent0151.wav,0.469758,OTHER,
I:\Record_chunks\New recording 404_sent0158.wav,0.469723,OTHER,
I:\Record_chunks\New recording 203_sent0167.wav,0.469708,OTHER,
I:\Record_chunks\New recording 220_sent0132.wav,0.469562,OTHER,
I:\Record_chunks\New recording 366_sent0006.wav,0.469412,OTHER,
I:\Record_chunks\New recording 215_sent0197.wav,0.469282,OTHER,
I:\Record_chunks\New recording 203_sent0113.wav,0.469057,OTHER,
I:\Record_chunks\New recording 435_sent0076.wav,0.468874,OTHER,
I:\Record_chunks\New recording 415_sent0105.wav,0.468858,OTHER,
I:\Record_chunks\New recording 213_sent0108.wav,0.468775,OTHER,
I:\Record_chunks\New recording 389_sent0156.wav,0.468636,OTHER,
I:\Record_chunks\New recording 423_sent0003.wav,0.468635,OTHER,
I:\Record_chunks\medical error pencillin allergy_sent0042.wav,0.468626,OTHER,
I:\Record_chunks\New recording 262_sent0170.wav,0.468552,OTHER,
I:\Record_chunks\New recording 335_sent0164.wav,0.468406,OTHER,
I:\Record_chunks\New recording 417_sent0218.wav,0.46834,OTHER,
I:\Record_chunks\New recording 330_sent0197.wav,0.46813,OTHER,
I:\Record_chunks\New recording 388_sent0001.wav,0.467891,OTHER,
I:\Record_chunks\New recording 285_sent0164.wav,0.467707,OTHER,
"I:\Record_chunks\Breaking bad news, second stroke, palliative_sent0006.wav",0.467619,OTHER,
I:\Record_chunks\New recording 363_sent0196.wav,0.467403,OTHER,
I:\Record_chunks\ankylosing spondylitis_sent0213.wav,0.467114,OTHER,
I:\Record_chunks\New recording 46_sent0162.wav,0.46676,OTHER,
I:\Record_chunks\New recording 497_sent0007.wav,0.466687,OTHER,
I:\Record_chunks\New recording 29_sent0024.wav,0.466638,OTHER,
I:\Record_chunks\New recording 303_sent0106.wav,0.466037,OTHER,
I:\Record_chunks\New recording 430_sent0064.wav,0.46539,OTHER,
I:\Record_chunks\New recording 296_sent0246.wav,0.465345,OTHER,
I:\Record_chunks\New recording 174_sent0105.wav,0.465081,OTHER,
I:\Record_chunks\New recording 368_sent0132.wav,0.465042,OTHER,
I:\Record_chunks\New recording 114_sent0042.wav,0.465004,OTHER,
I:\Record_chunks\New recording 117_sent0059.wav,0.464957,OTHER,
I:\Record_chunks\New recording 294_sent0162.wav,0.464904,OTHER,
I:\Record_chunks\New recording 243_sent0224.wav,0.464436,OTHER,
I:\Record_chunks\New recording 121_sent0106.wav,0.46437,OTHER,
I:\Record_chunks\Changing records_sent0074.wav,0.464362,OTHER,
I:\Record_chunks\New recording 430_sent0089.wav,0.464235,OTHER,
I:\Record_chunks\New recording 303_sent0117.wav,0.464105,OTHER,
I:\Record_chunks\New recording 397_sent0123.wav,0.463982,OTHER,
I:\Record_chunks\New recording 269_sent0166.wav,0.463932,OTHER,
I:\Record_chunks\New recording 207_sent0071.wav,0.463467,OTHER,
I:\Record_chunks\New recording 38_sent0131.wav,0.46344,OTHER,
I:\Record_chunks\New recording 465_sent0052.wav,0.463375,OTHER,
I:\Record_chunks\New recording 489_sent0098.wav,0.463349,OTHER,
I:\Record_chunks\New recording 37_sent0086.wav,0.463122,OTHER,
I:\Record_chunks\Antibiotic request traveling to Thailand_sent0141.wav,0.462975,OTHER,
I:\Record_chunks\New recording 277_sent0060.wav,0.462765,OTHER,
I:\Record_chunks\New recording 37_sent0071.wav,0.462497,OTHER,
I:\Record_chunks\New recording 10_sent0087.wav,0.462355,OTHER,
I:\Record_chunks\New recording 363_sent0201.wav,0.462238,OTHER,
I:\Record_chunks\New recording 227_sent0139.wav,0.46213,OTHER,
I:\Record_chunks\New recording 460_sent0027.wav,0.462086,OTHER,
I:\Record_chunks\New recording 457_sent0054.wav,0.461883,OTHER,
I:\Record_chunks\New recording 324_sent0206.wav,0.461618,OTHER,
I:\Record_chunks\New recording 121_sent0111.wav,0.461506,OTHER,
I:\Record_chunks\New recording 1_sent0068.wav,0.461187,OTHER,
I:\Record_chunks\New recording 449_sent0175.wav,0.460392,OTHER,
I:\Record_chunks\New recording 215_sent0164.wav,0.460325,OTHER,
I:\Record_chunks\New recording 344_sent0063.wav,0.460285,OTHER,
I:\Record_chunks\Carbon monoxide poisoning headache_sent0032.wav,0.460284,OTHER,
I:\Record_chunks\New recording 425_sent0001.wav,0.460187,OTHER,
I:\Record_chunks\New recording 298_sent0183.wav,0.460133,OTHER,
I:\Record_chunks\New recording 387_sent0072.wav,0.460082,OTHER,
I:\Record_chunks\New recording 300_sent0045.wav,0.460012,OTHER,
I:\Record_chunks\New recording 477_sent0058.wav,0.459857,OTHER,
I:\Record_chunks\Addressing Weight Loss and Depression Concerns_sent0011.wav,0.459797,OTHER,
I:\Record_chunks\New recording 120_sent0141.wav,0.45977,OTHER,
I:\Record_chunks\New recording 292_sent0064.wav,0.45966,OTHER,
I:\Record_chunks\New recording 148_sent0070.wav,0.459548,OTHER,
I:\Record_chunks\New recording 192_sent0030.wav,0.459485,OTHER,
I:\Record_chunks\New recording 218_sent0045.wav,0.459484,OTHER,
I:\Record_chunks\New recording 389_sent0155.wav,0.459216,OTHER,
I:\Record_chunks\New recording 127_sent0078.wav,0.459104,OTHER,
I:\Record_chunks\New recording 431_sent0120.wav,0.459065,OTHER,
I:\Record_chunks\New recording 372_sent0199.wav,0.459011,OTHER,
I:\Record_chunks\New recording 417_sent0129.wav,0.458812,OTHER,
I:\Record_chunks\New recording 323_sent0207.wav,0.458789,OTHER,
I:\Record_chunks\New recording 274_sent0101.wav,0.458683,OTHER,
I:\Record_chunks\New recording 269_sent0077.wav,0.458605,OTHER,
I:\Record_chunks\New recording 388_sent0160.wav,0.458458,OTHER,
I:\Record_chunks\New recording 436_sent0025.wav,0.458342,OTHER,
I:\Record_chunks\New recording 432_sent0182.wav,0.458276,OTHER,
I:\Record_chunks\New recording 379_sent0005.wav,0.457856,OTHER,
I:\Record_chunks\New recording 413_sent0143.wav,0.457723,OTHER,
I:\Record_chunks\New recording 229_sent0111.wav,0.457711,OTHER,
I:\Record_chunks\New recording 252_sent0152.wav,0.457646,OTHER,
I:\Record_chunks\New recording 117_sent0133.wav,0.457506,OTHER,
I:\Record_chunks\New recording 232_sent0041.wav,0.457413,OTHER,
I:\Record_chunks\New recording 327_sent0091.wav,0.457339,OTHER,
I:\Record_chunks\New recording 361_sent0077.wav,0.457219,OTHER,
I:\Record_chunks\New recording 203_sent0129.wav,0.457141,OTHER,
I:\Record_chunks\Indigestion gastroesophageal reflex disease._sent0002.wav,0.457025,OTHER,
I:\Record_chunks\New recording 404_sent0057.wav,0.456914,OTHER,
I:\Record_chunks\Low Vitamin D test results disclosure _sent0000.wav,0.456908,OTHER,
I:\Record_chunks\New recording 194_sent0002.wav,0.456893,OTHER,
I:\Record_chunks\New recording 453_sent0075.wav,0.456642,OTHER,
I:\Record_chunks\New recording 451_sent0221.wav,0.45663,OTHER,
I:\Record_chunks\New recording 259_sent0115.wav,0.45663,OTHER,
I:\Record_chunks\New recording 395_sent0101.wav,0.456596,OTHER,
I:\Record_chunks\New recording 259_sent0138.wav,0.456328,OTHER,
I:\Record_chunks\New recording 397_sent0165.wav,0.456285,OTHER,
I:\Record_chunks\New recording 193_sent0007.wav,0.456251,OTHER,
I:\Record_chunks\Acute gastroenteritis._sent0048.wav,0.456197,OTHER,
I:\Record_chunks\New recording 467_Trim1_sent0139.wav,0.45619,OTHER,
I:\Record_chunks\demanding tonsillectomy_sent0082.wav,0.456158,OTHER,
I:\Record_chunks\New recording 212_sent0071.wav,0.455903,OTHER,
I:\Record_chunks\New recording 227_sent0072.wav,0.45585,OTHER,
I:\Record_chunks\New recording 208_sent0149.wav,0.455472,OTHER,
I:\Record_chunks\New recording 363_sent0082.wav,0.45542,OTHER,
I:\Record_chunks\New recording 145_sent0079.wav,0.455382,OTHER,
I:\Record_chunks\angry son because mother was misdiagnosed with pneumonia instead of cancer_sent0012.wav,0.455053,OTHER,
I:\Record_chunks\New recording 389_sent0077.wav,0.455036,OTHER,
I:\Record_chunks\New recording 372_sent0101.wav,0.454684,OTHER,
I:\Record_chunks\Acute gastroenteritis._sent0221.wav,0.454457,OTHER,
I:\Record_chunks\New recording 130_sent0155.wav,0.454183,OTHER,
I:\Record_chunks\New recording 281_sent0139.wav,0.454044,OTHER,
I:\Record_chunks\New recording 37_sent0102.wav,0.45392,OTHER,
I:\Record_chunks\New recording 29_sent0033.wav,0.453332,OTHER,
I:\Record_chunks\New recording 271_sent0166.wav,0.453241,OTHER,
I:\Record_chunks\New recording 271_sent0146.wav,0.453148,OTHER,
I:\Record_chunks\New recording 316_sent0054.wav,0.453141,OTHER,
I:\Record_chunks\New recording 378_sent0096.wav,0.453046,OTHER,
I:\Record_chunks\New recording 485_sent0048.wav,0.453034,OTHER,
I:\Record_chunks\New recording 113_sent0091.wav,0.452773,OTHER,
I:\Record_chunks\New recording 196_sent0067.wav,0.452318,OTHER,
I:\Record_chunks\New recording 444_sent0147.wav,0.452268,OTHER,
I:\Record_chunks\New recording 187_sent0122.wav,0.452046,OTHER,
I:\Record_chunks\New recording 179_sent0106.wav,0.45192,OTHER,
I:\Record_chunks\New recording 377_sent0155.wav,0.451887,OTHER,
I:\Record_chunks\New recording 145_sent0032.wav,0.451551,OTHER,
I:\Record_chunks\New recording 170_sent0035.wav,0.451296,OTHER,
I:\Record_chunks\New recording 199_sent0154.wav,0.451193,OTHER,
I:\Record_chunks\New recording 324_sent0126.wav,0.450982,OTHER,
I:\Record_chunks\New recording 344_sent0079.wav,0.450739,OTHER,
I:\Record_chunks\New recording 247_sent0067.wav,0.450716,OTHER,
I:\Record_chunks\New recording 374_sent0068.wav,0.450502,OTHER,
I:\Record_chunks\New recording 370_sent0100.wav,0.450314,OTHER,
I:\Record_chunks\New recording 321_sent0164.wav,0.450301,OTHER,
I:\Record_chunks\New recording 24_sent0119.wav,0.450177,OTHER,
I:\Record_chunks\Infectious Mononucleosis_sent0108.wav,0.449755,OTHER,
I:\Record_chunks\New recording 255_sent0022.wav,0.449689,OTHER,
I:\Record_chunks\New recording 422_sent0110.wav,0.449612,OTHER,
I:\Record_chunks\New recording 158_sent0028.wav,0.449176,OTHER,
I:\Record_chunks\New recording 460_sent0129.wav,0.449125,OTHER,
I:\Record_chunks\New recording 296_sent0031.wav,0.448868,OTHER,
I:\Record_chunks\New recording 318_sent0135.wav,0.448712,OTHER,
I:\Record_chunks\cannabis insomia_sent0099.wav,0.448689,OTHER,
I:\Record_chunks\New recording 174_sent0146.wav,0.44844,OTHER,
I:\Record_chunks\New recording 328_sent0148.wav,0.448395,OTHER,
I:\Record_chunks\New recording 247_sent0068.wav,0.448207,OTHER,
