file,score,decision,reason
I:\Record_chunks\Child Holidays Sick Note Demand_sent0041.wav,-0.062138,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0042.wav,-0.003448,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0043.wav,,OTHER,too_short(1.38s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0044.wav,,OTHER,too_short(1.88s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0045.wav,,OTHER,too_short(1.76s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0046.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0047.wav,-0.030963,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0048.wav,0.620393,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0049.wav,,OTHER,too_short(1.48s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0050.wav,0.064148,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0051.wav,,OTHER,too_short(0.74s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0052.wav,,OTHER,too_short(0.84s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0053.wav,-0.086519,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0054.wav,,OTHER,too_short(0.96s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0055.wav,0.015666,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0056.wav,,OTHER,too_short(1.25s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0057.wav,,OTHER,too_short(1.57s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0058.wav,0.681197,TARGET,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0059.wav,-0.017679,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0060.wav,0.084943,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0061.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0062.wav,0.034540,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0063.wav,0.382969,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0064.wav,,OTHER,too_short(1.35s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0065.wav,,OTHER,too_short(0.95s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0066.wav,,OTHER,too_short(1.35s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0067.wav,0.008024,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0068.wav,,OTHER,too_short(1.61s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0069.wav,0.035986,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0070.wav,,OTHER,too_short(0.85s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0071.wav,,OTHER,too_short(1.13s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0072.wav,0.576183,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0073.wav,,OTHER,too_short(0.71s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0074.wav,,OTHER,too_short(1.75s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0075.wav,0.489984,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0076.wav,,OTHER,too_short(0.57s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0077.wav,,OTHER,too_short(1.75s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0078.wav,0.424207,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0079.wav,0.409965,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0080.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0081.wav,-0.077059,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0082.wav,,OTHER,too_short(1.04s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0083.wav,,OTHER,too_short(0.82s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0084.wav,,OTHER,too_short(0.84s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0085.wav,-0.040287,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0086.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0087.wav,,OTHER,too_short(0.64s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0088.wav,0.015509,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0089.wav,0.410329,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0090.wav,0.031655,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0091.wav,-0.001450,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0092.wav,-0.042242,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0093.wav,0.047640,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0094.wav,0.015474,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0095.wav,0.020472,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0096.wav,,OTHER,too_short(1.48s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0097.wav,0.008019,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0098.wav,,OTHER,too_short(1.54s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0099.wav,0.046927,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0100.wav,-0.026638,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0101.wav,0.442733,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0102.wav,0.285827,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0103.wav,,OTHER,too_short(1.66s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0104.wav,0.301976,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0105.wav,,OTHER,too_short(1.80s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0106.wav,0.503130,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0107.wav,0.056434,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0108.wav,-0.028747,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0109.wav,-0.038948,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0110.wav,0.029929,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0111.wav,,OTHER,too_short(1.32s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0112.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0113.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0114.wav,,OTHER,too_short(1.60s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0115.wav,-0.012573,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0116.wav,,OTHER,too_short(1.24s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0117.wav,,OTHER,too_short(1.12s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0118.wav,0.014912,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0119.wav,0.092037,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0120.wav,0.075136,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0121.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0122.wav,-0.021836,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0123.wav,0.012842,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0124.wav,0.032973,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0125.wav,,OTHER,too_short(1.94s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0126.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0127.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0128.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0129.wav,-0.025746,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0130.wav,0.330152,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0131.wav,,OTHER,too_short(1.62s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0132.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0133.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0134.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0135.wav,0.023555,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0136.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0137.wav,-0.073359,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0138.wav,0.270440,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0139.wav,0.449852,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0140.wav,,OTHER,too_short(1.76s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0141.wav,-0.010352,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0142.wav,0.361246,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0143.wav,,OTHER,too_short(0.84s)
I:\Record_chunks\Child Holidays Sick Note Demand_sent0144.wav,0.078527,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0145.wav,0.402940,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0146.wav,0.004680,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0147.wav,-0.039639,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0148.wav,0.032161,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0149.wav,-0.043748,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0150.wav,0.393840,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0151.wav,0.349127,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0152.wav,0.540134,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0153.wav,0.279600,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0154.wav,-0.001313,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0155.wav,-0.044104,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0156.wav,-0.095615,OTHER,
I:\Record_chunks\Child Holidays Sick Note Demand_sent0157.wav,0.090920,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0000.wav,0.132627,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0001.wav,0.153874,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0002.wav,0.098017,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0003.wav,0.049961,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0004.wav,0.054576,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0005.wav,0.464140,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0006.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0007.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0008.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0009.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0010.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0011.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0012.wav,,OTHER,too_short(0.88s)
I:\Record_chunks\citalopram induced hyponatremia_sent0013.wav,0.591785,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0014.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0015.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0016.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0017.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0018.wav,0.522211,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0019.wav,0.037006,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0020.wav,0.139931,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0021.wav,0.478945,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0022.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0023.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0024.wav,0.567227,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0025.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\citalopram induced hyponatremia_sent0026.wav,0.353158,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0027.wav,0.163284,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0028.wav,,OTHER,too_short(1.36s)
I:\Record_chunks\citalopram induced hyponatremia_sent0029.wav,0.431262,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0030.wav,0.487879,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0031.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\citalopram induced hyponatremia_sent0032.wav,0.537085,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0033.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\citalopram induced hyponatremia_sent0034.wav,,OTHER,too_short(1.55s)
I:\Record_chunks\citalopram induced hyponatremia_sent0035.wav,0.537631,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0036.wav,,OTHER,too_short(1.01s)
I:\Record_chunks\citalopram induced hyponatremia_sent0037.wav,,OTHER,too_short(0.82s)
I:\Record_chunks\citalopram induced hyponatremia_sent0038.wav,,OTHER,too_short(1.89s)
I:\Record_chunks\citalopram induced hyponatremia_sent0039.wav,0.628744,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0040.wav,,OTHER,too_short(1.36s)
I:\Record_chunks\citalopram induced hyponatremia_sent0041.wav,,OTHER,too_short(1.36s)
I:\Record_chunks\citalopram induced hyponatremia_sent0042.wav,,OTHER,too_short(1.90s)
I:\Record_chunks\citalopram induced hyponatremia_sent0043.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\citalopram induced hyponatremia_sent0044.wav,,OTHER,too_short(0.82s)
I:\Record_chunks\citalopram induced hyponatremia_sent0045.wav,,OTHER,too_short(1.60s)
I:\Record_chunks\citalopram induced hyponatremia_sent0046.wav,,OTHER,too_short(1.17s)
I:\Record_chunks\citalopram induced hyponatremia_sent0047.wav,0.052286,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0048.wav,0.153167,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0049.wav,,OTHER,too_short(0.74s)
I:\Record_chunks\citalopram induced hyponatremia_sent0050.wav,0.143678,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0051.wav,,OTHER,too_short(0.60s)
I:\Record_chunks\citalopram induced hyponatremia_sent0052.wav,0.079352,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0053.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\citalopram induced hyponatremia_sent0054.wav,,OTHER,too_short(1.76s)
I:\Record_chunks\citalopram induced hyponatremia_sent0055.wav,,OTHER,too_short(0.60s)
I:\Record_chunks\citalopram induced hyponatremia_sent0056.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0057.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\citalopram induced hyponatremia_sent0058.wav,0.066429,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0059.wav,0.194929,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0060.wav,,OTHER,too_short(1.56s)
I:\Record_chunks\citalopram induced hyponatremia_sent0061.wav,0.230653,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0062.wav,0.157758,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0063.wav,0.466169,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0064.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0065.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0066.wav,0.572944,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0067.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\citalopram induced hyponatremia_sent0068.wav,0.121371,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0069.wav,0.144360,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0070.wav,0.573946,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0071.wav,,OTHER,too_short(1.44s)
I:\Record_chunks\citalopram induced hyponatremia_sent0072.wav,0.237286,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0073.wav,0.593733,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0074.wav,0.566288,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0075.wav,0.277964,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0076.wav,0.524056,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0077.wav,-0.042959,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0078.wav,0.572455,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0079.wav,0.223518,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0080.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\citalopram induced hyponatremia_sent0081.wav,,OTHER,too_short(0.68s)
I:\Record_chunks\citalopram induced hyponatremia_sent0082.wav,0.526836,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0083.wav,0.157736,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0084.wav,0.079112,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0085.wav,0.148509,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0086.wav,,OTHER,too_short(1.32s)
I:\Record_chunks\citalopram induced hyponatremia_sent0087.wav,,OTHER,too_short(1.24s)
I:\Record_chunks\citalopram induced hyponatremia_sent0088.wav,0.460188,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0089.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\citalopram induced hyponatremia_sent0090.wav,,OTHER,too_short(0.66s)
I:\Record_chunks\citalopram induced hyponatremia_sent0091.wav,0.604578,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0092.wav,,OTHER,too_short(0.66s)
I:\Record_chunks\citalopram induced hyponatremia_sent0093.wav,,OTHER,too_short(0.52s)
I:\Record_chunks\citalopram induced hyponatremia_sent0094.wav,0.577163,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0095.wav,0.552402,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0096.wav,,OTHER,too_short(0.90s)
I:\Record_chunks\citalopram induced hyponatremia_sent0097.wav,,OTHER,too_short(1.88s)
I:\Record_chunks\citalopram induced hyponatremia_sent0098.wav,0.678332,TARGET,
I:\Record_chunks\citalopram induced hyponatremia_sent0099.wav,,OTHER,too_short(0.72s)
I:\Record_chunks\citalopram induced hyponatremia_sent0100.wav,0.501962,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0101.wav,,OTHER,too_short(0.66s)
I:\Record_chunks\citalopram induced hyponatremia_sent0102.wav,,OTHER,too_short(1.00s)
I:\Record_chunks\citalopram induced hyponatremia_sent0103.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\citalopram induced hyponatremia_sent0104.wav,,OTHER,too_short(1.84s)
I:\Record_chunks\citalopram induced hyponatremia_sent0105.wav,,OTHER,too_short(1.03s)
I:\Record_chunks\citalopram induced hyponatremia_sent0106.wav,,OTHER,too_short(1.87s)
I:\Record_chunks\citalopram induced hyponatremia_sent0107.wav,,OTHER,too_short(1.70s)
I:\Record_chunks\citalopram induced hyponatremia_sent0108.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\citalopram induced hyponatremia_sent0109.wav,,OTHER,too_short(1.80s)
I:\Record_chunks\citalopram induced hyponatremia_sent0110.wav,,OTHER,too_short(0.90s)
I:\Record_chunks\citalopram induced hyponatremia_sent0111.wav,0.580975,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0112.wav,,OTHER,too_short(0.52s)
I:\Record_chunks\citalopram induced hyponatremia_sent0113.wav,,OTHER,too_short(1.88s)
I:\Record_chunks\citalopram induced hyponatremia_sent0114.wav,0.284561,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0115.wav,0.663753,TARGET,
I:\Record_chunks\citalopram induced hyponatremia_sent0116.wav,0.204804,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0117.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0118.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0119.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0120.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0121.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0122.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0123.wav,0.620342,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0124.wav,0.402218,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0125.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0126.wav,0.532635,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0127.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0128.wav,,OTHER,too_short(1.80s)
I:\Record_chunks\citalopram induced hyponatremia_sent0129.wav,0.524294,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0130.wav,,OTHER,too_short(1.35s)
I:\Record_chunks\citalopram induced hyponatremia_sent0131.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0132.wav,0.581602,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0133.wav,0.346485,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0134.wav,0.220378,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0135.wav,0.335657,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0136.wav,0.252810,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0137.wav,0.355050,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0138.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\citalopram induced hyponatremia_sent0139.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\citalopram induced hyponatremia_sent0140.wav,0.590988,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0141.wav,0.475808,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0142.wav,0.664322,TARGET,
I:\Record_chunks\citalopram induced hyponatremia_sent0143.wav,0.193751,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0144.wav,0.715210,TARGET,
I:\Record_chunks\citalopram induced hyponatremia_sent0145.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0146.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0147.wav,0.590389,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0148.wav,0.553510,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0149.wav,0.096975,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0150.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0151.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0152.wav,-0.002717,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0153.wav,,OTHER,too_short(1.62s)
I:\Record_chunks\citalopram induced hyponatremia_sent0154.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\citalopram induced hyponatremia_sent0155.wav,0.216548,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0156.wav,0.132924,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0157.wav,0.125622,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0158.wav,0.474046,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0159.wav,0.578862,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0160.wav,,OTHER,too_short(1.20s)
I:\Record_chunks\citalopram induced hyponatremia_sent0161.wav,,OTHER,too_short(1.38s)
I:\Record_chunks\citalopram induced hyponatremia_sent0162.wav,0.497642,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0163.wav,,OTHER,too_short(1.14s)
I:\Record_chunks\citalopram induced hyponatremia_sent0164.wav,0.556029,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0165.wav,0.594137,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0166.wav,0.536543,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0167.wav,0.280702,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0168.wav,0.601027,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0169.wav,0.561197,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0170.wav,0.491637,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0171.wav,,OTHER,too_short(0.52s)
I:\Record_chunks\citalopram induced hyponatremia_sent0172.wav,,OTHER,too_short(0.58s)
I:\Record_chunks\citalopram induced hyponatremia_sent0173.wav,0.173051,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0174.wav,0.533192,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0175.wav,,OTHER,too_short(1.40s)
I:\Record_chunks\citalopram induced hyponatremia_sent0176.wav,,OTHER,too_short(1.16s)
I:\Record_chunks\citalopram induced hyponatremia_sent0177.wav,0.630654,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0178.wav,0.514100,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0179.wav,0.542998,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0180.wav,0.715371,TARGET,
I:\Record_chunks\citalopram induced hyponatremia_sent0181.wav,,OTHER,too_short(1.96s)
I:\Record_chunks\citalopram induced hyponatremia_sent0182.wav,,OTHER,too_short(0.81s)
I:\Record_chunks\citalopram induced hyponatremia_sent0183.wav,0.550891,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0184.wav,0.598876,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0185.wav,0.564832,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0186.wav,0.620292,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0187.wav,,OTHER,too_short(0.79s)
I:\Record_chunks\citalopram induced hyponatremia_sent0188.wav,0.450495,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0189.wav,,OTHER,too_short(0.81s)
I:\Record_chunks\citalopram induced hyponatremia_sent0190.wav,0.526506,OTHER,
I:\Record_chunks\citalopram induced hyponatremia_sent0191.wav,,OTHER,too_short(1.16s)
